,React,Product
3448,CCN1C(=O)Cc2cc3c(cc21)C(=O)CO3,CCN1C(=O)Cc2cc3c(cc21)C(O)CO3
3449,O=C1Cc2[nH]c3cc(F)ccc3c2CCN1,Fc1ccc2c3c([nH]c2c1)CCNCC3
3450,O=[N+]([O-])c1cc(F)c(Cl)c(Br)c1Cl,Nc1cc(F)c(Cl)c(Br)c1Cl
3451,CC(=O)OC1C(OCc2ccccc2)OC(COCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,OC1C(OCc2ccccc2)OC(COCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1
3452,CCCN(CCC)CCc1ccc(N)c(OCc2ccccc2)c1,CCCN(CCC)CCc1ccc(N)c(O)c1
3453,CCOC(=O)COc1cccc(C2CCCCC2=Cc2nc(-c3ccccc3)c(-c3ccccc3)o2)c1,CCOC(=O)COc1cccc(C2CCCCC2Cc2nc(-c3ccccc3)c(-c3ccccc3)o2)c1
3454,COC(=O)c1ccc(OCCN(C)C)cc1,CN(C)CCOc1ccc(C(=O)O)cc1
3455,COc1ccc2c(c1)C(=NO)CC2,COc1ccc2c(c1)C(=O)NCC2
3456,CC(C)(C)OC(=O)NCC1CN(Cc2ccccc2)CCO1,CC(C)(C)OC(=O)NCC1CNCCO1
3457,COC(=O)c1ccc(-c2nc(CS(=O)(=O)C3CCCCC3)c(C)o2)cc1,Cc1oc(-c2ccc(C(=O)O)cc2)nc1CS(=O)(=O)C1CCCCC1
3458,CC(=O)Nc1ccc(C(C(C)C)n2cncn2)cc1,CC(C)C(c1ccc(N)cc1)n1cncn1
3459,Cc1cnc(NC2CCC(NCc3ccccc3)CC2)cc1N1CCOCC1,Cc1cnc(NC2CCC(N)CC2)cc1N1CCOCC1
3460,CC(C)(C)OC(=O)N1CCC(O)(CCc2ccc(F)c(C#N)c2)CC1,N#Cc1cc(CCC2(O)CC[NH2+]CC2)ccc1F
3461,Cc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1S(=O)(=O)NC1CCN(Cc2ccccc2)CC1,Cc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1S(=O)(=O)NC1CCNCC1
3462,CCOC(=O)Cc1ccc(OC)c(-c2ccc(C(F)(F)F)cc2CN(CC)C(=NCc2ccccc2)NC#N)c1,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=NCc1ccccc1)NC#N
3463,CCOC(=O)c1cnc2c3c(ccc2c1)C(=O)C([N+](=O)[O-])C=N3,O=C(O)c1cnc2c3c(ccc2c1)C(=O)C([N+](=O)[O-])C=N3
3464,CCCOCCn1c(=O)c(N2CCN(CC(=O)OC(C)(C)C)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,CCCOCCn1c(=O)c(N2CCN(CC(=O)O)CC2)nc2cnc(-c3ccc(OC)nc3)cc21
3465,CC(=O)c1cnc(N2CCN(c3nc4ccc(C(F)(F)F)cc4[nH]3)CC2)c(Cl)c1,CC(O)c1cnc(N2CCN(c3nc4ccc(C(F)(F)F)cc4[nH]3)CC2)c(Cl)c1
3466,O=[N+]([O-])c1c(Cl)nc(Cc2ccc(F)cc2)nc1-c1ccc2c(c1)OCO2,Nc1c(Cl)nc(Cc2ccc(F)cc2)nc1-c1ccc2c(c1)OCO2
3467,COC(=O)NC(C(=O)OC)=C1CCOCC1,COC(=O)NC(C(=O)O)=C1CCOCC1
3468,CC(C)(C)OC(=O)N1CCN(CCc2ccc(F)cc2F)CC1,Fc1ccc(CCN2CCNCC2)c(F)c1
3469,O=C(c1ccc(Br)cc1)C1CCN(C(=O)C(F)(F)F)CC1,O=C(c1ccc(Br)cc1)C1CCNCC1
3470,COC(=O)c1ncoc1C1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCC(c2ocnc2C(=O)O)CC1
3471,N#Cc1ccc(Oc2ccc(F)cc2)s1,NCc1ccc(Oc2ccc(F)cc2)s1
3472,CCOC(=O)C1=C(c2ccsc2)CCN(Cc2ccccc2)C1,CCOC(=O)C1CN(Cc2ccccc2)CCC1c1ccsc1
3473,COCCCCC(O)(c1ccccc1Oc1cccc(F)c1)C1CCCN(C(=O)OC(C)(C)C)C1,COCCCCC(O)(c1ccccc1Oc1cccc(F)c1)C1CCCNC1
3474,CCCn1c(=O)c2[nH]c(C34CCCC(C(=O)O)(CCC3)C4)nc2n(CCC)c1=O,CCCn1c(=O)c2[nH]c(C34CCCC(CO)(CCC3)C4)nc2n(CCC)c1=O
3475,CCOC(=O)OC(=O)C1CC(OS(C)(=O)=O)CN1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CC(OS(C)(=O)=O)CC1CO
3476,CC(C)(C)OC(=O)N1CCC(=Cc2ccc([N+](=O)[O-])cc2)CC1,O=[N+]([O-])c1ccc(C=C2CCNCC2)cc1
3477,CCOC(=O)c1cn2c(cc1=O)-c1cc(OC)c(OCC)cc1CC2CC,CCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1C(CC)C2
3478,COC(=O)Cc1ccc(C(=O)NCc2ccc(C(=O)Oc3ccc4cc(C(=N)N)ccc4c3)o2)cc1,N=C(N)c1ccc2cc(OC(=O)c3ccc(CNC(=O)c4ccc(CC(=O)O)cc4)o3)ccc2c1
3479,CCc1sc(C(=O)C(C)C)cc1C(Nc1ccc(C(=O)OC)cc1)C1CCCCC1,CCc1sc(C(=O)C(C)C)cc1C(Nc1ccc(C(=O)O)cc1)C1CCCCC1
3480,COc1ccc(C2CCN(CCCCc3ccccc3)CC2)cc1,Oc1ccc(C2CCN(CCCCc3ccccc3)CC2)cc1
3481,CC1(C)C=C(c2ccc(F)cc2)c2ccc(NS(C)(=O)=O)cc2O1,CC1(C)CC(c2ccc(F)cc2)c2ccc(NS(C)(=O)=O)cc2O1
3482,COC(=O)c1cc(OCc2ccc3ccccc3n2)n(C(C)C)n1,CC(C)n1nc(CO)cc1OCc1ccc2ccccc2n1
3483,CC1CN(C(=O)OCc2ccccc2)C12CCCN(C(=O)OC(C)(C)C)C2,CC1CN(C(=O)OCc2ccccc2)C12CCCNC2
3484,Cn1cnc2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2c1=O,Cn1cnc2ccc(Oc3ccc(N)cc3)cc2c1=O
3485,CC(C)CN(CC(C)C)C(=O)C(C)(C)c1ccc([N+](=O)[O-])c(NCCCN(C)C)c1,CC(C)CN(CC(C)C)C(=O)C(C)(C)c1ccc(N)c(NCCCN(C)C)c1
3486,CCCCN(CCCC)C(=O)c1cn(Cc2ccccc2)c(-c2ccc(C(=O)OC)cc2C(=O)N2Cc3ccccc3CC2CO)n1,CCCCN(CCCC)C(=O)c1cn(Cc2ccccc2)c(-c2ccc(C(=O)O)cc2C(=O)N2Cc3ccccc3CC2CO)n1
3487,COC(=O)C(C(C)C)N1Cc2ccc(-c3ccc(NC(=O)Nc4ccc5c(c4)CCC5)c(F)c3)cc2C1=O,CC(C)C(C(=O)O)N1Cc2ccc(-c3ccc(NC(=O)Nc4ccc5c(c4)CCC5)c(F)c3)cc2C1=O
3488,CS(=O)CCOc1cccc(C=O)c1,CS(=O)CCOc1cccc(CO)c1
3489,CC(C)(C)OC(=O)NC(CCCCNC(=O)CCC(=O)c1ccccc1)C(N)=O,NC(=O)C(N)CCCCNC(=O)CCC(=O)c1ccccc1
3490,Cc1nc(N)nc(NC(C)c2nc3ccn(C)c3cc2N2CCC(N3C(=O)c4ccccc4C3=O)C2)c1C#N,Cc1nc(N)nc(NC(C)c2nc3ccn(C)c3cc2N2CCC(N)C2)c1C#N
3491,CC(C)(C)OC(=O)NCc1ccc2c(c1)B(O)OC2,NCc1ccc2c(c1)B(O)OC2
3492,COc1ccc2c(CCCCN3C(=O)c4ccccc4C3=O)ccnc2c1,COc1ccc2c(CCCCN)ccnc2c1
3493,COCC=Cc1cc(OC)c(CC(C)NC(=O)C(F)(F)F)cc1OC,COCCCc1cc(OC)c(CC(C)NC(=O)C(F)(F)F)cc1OC
3494,OCCc1c[nH]c2ccccc12,O=CCc1c[nH]c2ccccc12
3495,CC1CN(Cc2c(Cl)cccc2C(F)(F)F)CC1(CC(=O)OC(C)(C)C)C(=O)NC1CCN(CC2=CCCCC2)CC1,CC1CN(Cc2c(Cl)cccc2C(F)(F)F)CC1(CC(=O)O)C(=O)NC1CCN(CC2=CCCCC2)CC1
3496,COc1ccc(CN(CC2COC(N)=N2)c2cccc(Cl)c2)cc1,NC1=NC(CNc2cccc(Cl)c2)CO1
3497,CC(C)c1ccc(C(=O)O)cc1C#N,CC(C)c1ccc(CO)cc1C#N
3498,c1ccc(Cn2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,c1ccc2c(c1)c1ccccc1n2-c1ccc2[nH]c3ccc(-n4c5ccccc5c5ccccc54)cc3c2c1
3499,CCOC(=O)c1ccc(CN(C(CC)c2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)nc1,CCC(c1ccccc1)N(Cc1ccc(CO)cn1)S(=O)(=O)c1ccc(Cl)cc1
3500,CC1(C)C(=NO)C(=O)C2(C)CC(O)C12,CC12CC(=NO)C(C)(C)C1C(O)C2
3501,COc1cc(C#N)c(Cc2cc(C)cc(F)c2)c(C#N)c1O,Cc1cc(F)cc(Cc2c(C#N)cc(O)c(O)c2C#N)c1
3502,O=[N+]([O-])c1cnc2ccccc2c1NC(CO)COCc1ccccc1,Nc1cnc2ccccc2c1NC(CO)COCc1ccccc1
3503,CC(C)(CCO)C(=O)OCc1ccccc1,CC(C)(CC=O)C(=O)OCc1ccccc1
3504,COc1ccc(Cn2cnc3c(-c4cccnc4Oc4c(C)ccc5c(Nc6ccc(Cl)cc6)nccc45)ncnc32)cc1,Cc1ccc2c(Nc3ccc(Cl)cc3)nccc2c1Oc1ncccc1-c1ncnc2[nH]cnc12
3505,CCCCCC(=CCCCCCCCN(C)C)CCCCC,CCCCCC(CCCCC)CCCCCCCCN(C)C
3506,CCCCCCCC(=O)CCCCCCC=CC(C(=O)NC(Cc1ccc(-c2ccccc2F)cc1)C(=O)O)C(O)(CCC)C(=O)OC(C)(C)C,CCCCCCCC(=O)CCCCCCC=CC(C(=O)NC(Cc1ccc(-c2ccccc2F)cc1)C(=O)O)C(O)(CCC)C(=O)O
3507,COC(=O)c1cccc(CCc2nc(-c3ccccc3C)[nH]c2C(=O)NC23CC4CC(CC(C4)C2)C3)c1,Cc1ccccc1-c1nc(CCc2cccc(C(=O)O)c2)c(C(=O)NC23CC4CC(CC(C4)C2)C3)[nH]1
3508,COC(=O)c1ccc2c(c1)CCN(C(=O)OCc1ccccc1)C2,O=C(O)c1ccc2c(c1)CCN(C(=O)OCc1ccccc1)C2
3509,COC(=O)c1cc2c([N+](=O)[O-])c(OC)ccc2n1C,COC(=O)c1cc2c(N)c(OC)ccc2n1C
3510,Nc1ccc(C2=CCOCC2)cn1,Nc1ccc(C2CCOCC2)cn1
3511,CN(CCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)C(=O)OC(C)(C)C,CNCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21
3512,Cn1nc(N2C(=O)c3ccccc3C2=O)c2cc(-c3ncccc3Cl)ccc21,Cn1nc(N)c2cc(-c3ncccc3Cl)ccc21
3513,CCOC(=O)CCc1coc2cc(OCCc3cccc(NC)n3)ccc12,CNc1cccc(CCOc2ccc3c(CCC(=O)O)coc3c2)n1
3514,CC(C)(CO[Si](C)(C)C(C)(C)C)c1ccc([N+](=O)[O-])cc1,CC(C)(CO[Si](C)(C)C(C)(C)C)c1ccc(N)cc1
3515,CCCCCC=CCC=CCCCCCCCC(=O)Oc1ccc(-c2ccc(C=CC(=O)OC(C)(C)C)cc2)cc1C12CC3CC(CC(C3)C1)C2,CCCCCC=CCC=CCCCCCCCC(=O)Oc1ccc(-c2ccc(C=CC(=O)O)cc2)cc1C12CC3CC(CC(C3)C1)C2
3516,COC(=O)C1Cc2ccc([N+](=O)[O-])cc2CN1,O=[N+]([O-])c1ccc2c(c1)CNC(CO)C2
3517,CCOC(=O)c1cn(-c2ccc(F)cc2F)c2nc(N3CCC(n4ccnn4)C3)c(F)cc2c1=O,O=C(O)c1cn(-c2ccc(F)cc2F)c2nc(N3CCC(n4ccnn4)C3)c(F)cc2c1=O
3518,O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,Nc1ccc(NC(=O)c2ccc(F)cc2)cc1
3519,CC(C)(C)OC(=O)N1CCCC(CNC2CC2c2ccccc2)CC1,c1ccc(C2CC2NCC2CCCNCC2)cc1
3520,CC(C)(C)OC(=O)CNC(C(=O)N1CCC1C(=O)NCc1cc(Cl)ccc1-n1cncn1)C1CCCCC1,O=C(O)CNC(C(=O)N1CCC1C(=O)NCc1cc(Cl)ccc1-n1cncn1)C1CCCCC1
3521,CN(CC(CC1CCC(F)CC1)NC(=O)OC(C)(C)C)C(=O)OCc1ccccc1,CN(CC(N)CC1CCC(F)CC1)C(=O)OCc1ccccc1
3522,CC(O)c1ccc2c(c1)NC(=O)CC2,CC(=O)c1ccc2c(c1)NC(=O)CC2
3523,CCOC(=O)CC1CCN(C(=O)CCC2OC(c3cccc(OC)c3OC)c3cc(Cl)ccc3-n3c(C4=NNNN4C)ccc32)CC1,COc1cccc(C2OC(CCC(=O)N3CCC(CC(=O)O)CC3)c3ccc(C4=NNNN4C)n3-c3ccc(Cl)cc32)c1OC
3524,COCOc1ccc2cc(COCC3CC3)ccc2c1,Oc1ccc2cc(COCC3CC3)ccc2c1
3525,CC(C)(C)[Si](C)(C)OC1CC(C(=O)OC(C(=O)c2ccccc2)c2ccccc2)N(C(=O)OCc2ccccc2)C1,O=C(c1ccccc1)C(OC(=O)C1CC(O)CN1C(=O)OCc1ccccc1)c1ccccc1
3526,COCCOc1ccc2c(c1)CN(C(=O)OC(C)(C)C)C2,COCCOc1ccc2c(c1)CNC2
3527,CC(C)C(NC(=O)C1(NC(=O)c2ccco2)CCCCC1)C(=O)O,CC(C)C(CO)NC(=O)C1(NC(=O)c2ccco2)CCCCC1
3528,CCN(CC)CCn1nc2c3c(c(N)ccc31)Sc1cc(OC)ccc1-2,CCN(CC)CCn1nc2c3c(c(N)ccc31)Sc1cc(O)ccc1-2
3529,CCOC(=O)C1CC1c1ccccc1,O=C(O)C1CC1c1ccccc1
3530,COC(=O)c1cccc([N+](=O)[O-])c1N,COC(=O)c1cccc(N)c1N
3531,CCOC(=O)c1cn2cc(-c3ccc(CO)o3)ccc2n1,O=C(O)c1cn2cc(-c3ccc(CO)o3)ccc2n1
3532,CS(=O)(=O)Nc1ccccc1CC#N,CS(=O)(=O)Nc1ccccc1CCN
3533,OCC1(O)CC2COCC(C1)N2Cc1ccccc1,OCC1(O)CC2COCC(C1)N2
3534,COc1ccc(Cc2cc(Sc3c(Cl)cc([N+](=O)[O-])cc3Cl)ccc2OC)cn1,COc1ccc(Cc2cc(Sc3c(Cl)cc(N)cc3Cl)ccc2OC)cn1
3535,CC(C)(C)OC(=O)N1CCN(c2ncc(Cc3ccccc3)cn2)CC1,c1ccc(Cc2cnc(N3CCNCC3)nc2)cc1
3536,CC(C)C(NC(=O)COc1cccc2ccccc12)C(=O)NC(CC(=O)OC(C)(C)C)C(O)CF,CC(C)C(NC(=O)COc1cccc2ccccc12)C(=O)NC(CC(=O)OC(C)(C)C)C(=O)CF
3537,CCSCC(O)(C(Nc1cccc2nc(C)ccc12)c1ccc(Cl)c(OC)c1F)C(F)(F)F,CCSCC(O)(C(Nc1cccc2nc(C)ccc12)c1ccc(Cl)c(O)c1F)C(F)(F)F
3538,CCCCCCCCC=CCCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCCC=CCCCCCCCC)C(=O)OC(C)(C)C,CCCCCCCCC=CCCCCCCCC(=O)OCCNCCOC(=O)CCCCCCCC=CCCCCCCCC
3539,CC(C)(C)OC(=O)c1ccccc1CN1CN(c2ccccc2)C2(CCN(C(=O)OCc3ccccc3)CC2)C1=O,CC(C)(C)OC(=O)c1ccccc1CN1CN(c2ccccc2)C2(CCNCC2)C1=O
3540,CC1(C)Oc2c(c(C(O)(c3c4c(c(SC(=O)C(C)(C)C)c5c3OC(C)(C)O5)OC(C)(C)O4)c3c4c(c(SC(=O)C(C)(C)C)c5c3OC(C)(C)O5)OC(C)(C)O4)c3c(c2SC(=O)C(C)(C)C)OC(C)(C)O3)O1,CC1(C)Oc2c(c(C(c3c4c(c(SC(=O)C(C)(C)C)c5c3OC(C)(C)O5)OC(C)(C)O4)c3c4c(c(SC(=O)C(C)(C)C)c5c3OC(C)(C)O5)OC(C)(C)O4)c3c(c2SC(=O)C(C)(C)C)OC(C)(C)O3)O1
3541,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2cnc(C(C)(O)C3CCN(C(=O)OC(C)(C)C)C3)s2)c1,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2cnc(C(C)(O)C3CCNC3)s2)c1
3542,CC(O[Si](C)(C)C(C)(C)C)c1oc(=O)c2ccccc2c1-c1ccccn1,CC(O)c1oc(=O)c2ccccc2c1-c1ccccn1
3543,CCOC(=O)c1cccc(C2(C(N)=O)C(=O)N(CC(=O)N(c3ccccc3)C(C)C)c3ccccc3N(c3ccccc3)C2=O)c1,CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1
3544,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCC3(C)C)nc1,CC1(C)CCC(C)(C)c2cc(C#Cc3ccc(C(=O)O)cn3)ccc21
3545,COCCOc1nc(N)c2nc(OC)n(Cc3ccc(F)cc3)c2n1,COCCOc1nc(N)c2nc(O)n(Cc3ccc(F)cc3)c2n1
3546,NC(=O)c1cnn(-c2ccc(Cl)cc2Cl)c1C(F)(F)F,N#Cc1cnn(-c2ccc(Cl)cc2Cl)c1C(F)(F)F
3547,COc1ccc(-c2nn(C(C)c3oc4ccccc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,CC(c1oc2ccccc2c(=O)c1-c1cccc(F)c1)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21
3548,CCOC(=O)C(C)Oc1cc(-c2nn(C)c(C(F)(F)F)c2Cl)c(F)cc1Cl,CC(Oc1cc(-c2nn(C)c(C(F)(F)F)c2Cl)c(F)cc1Cl)C(=O)O
3549,COCCCOc1cc(Br)ccc1C(C)=O,CCc1ccc(Br)cc1OCCCOC
3550,O=Cc1cccn1NCc1ccncc1F,OCc1cccn1NCc1ccncc1F
3551,COC(CCn1ncc2ccc(NC(=O)Cc3ccc(Oc4ccccc4)cc3)cc21)OC,O=CCCn1ncc2ccc(NC(=O)Cc3ccc(Oc4ccccc4)cc3)cc21
3552,COc1ccc(CC(C)=O)cc1OC,COc1ccc(CC(C)O)cc1OC
3553,CCOC([PH2]=O)(c1ccc([N+](=O)[O-])cc1)P(=O)(OCC)OCC,CCOC([PH2]=O)(c1ccc(N)cc1)P(=O)(OCC)OCC
3554,CCOC(=O)C1=C(COCC#CC(=O)OC)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CCOC(=O)C1=C(COCCCC(=O)OC)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
3555,CCc1cc(C(=O)OC)c(=O)n(Cc2ccc(OC)cc2OC)c1-c1ccc2c(c1)cc(CCO[Si](C)(C)C(C)(C)C)n2C,CCc1cc(C(=O)OC)c(=O)n(Cc2ccc(OC)cc2OC)c1-c1ccc2c(c1)cc(CCO)n2C
3556,CC(C)(C)c1c[nH]c(=O)c([N+](=O)[O-])c1,CC(C)(C)c1c[nH]c(=O)c(N)c1
3557,COC(=O)c1ccc(CCCN2C(=O)CCC2CCC(Cc2ccccc2)O[Si](C)(C)C(C)(C)C)cc1,COC(=O)c1ccc(CCCN2C(=O)CCC2CCC(O)Cc2ccccc2)cc1
3558,COC(=O)c1ccc(CS(C)(=O)=O)cc1,CS(=O)(=O)Cc1ccc(CO)cc1
3559,COC(=O)c1sc(N2CCOCC2)c(C#N)c1C(OC)c1ccc2ccccc2c1,COC(c1ccc2ccccc2c1)c1c(C(=O)O)sc(N2CCOCC2)c1C#N
3560,CCOC(=O)c1cc(=O)c2cccc(NC(=O)c3ccc4oc(COCc5ccccc5)cc4c3)c2o1,O=C(Nc1cccc2c(=O)cc(C(=O)O)oc12)c1ccc2oc(COCc3ccccc3)cc2c1
3561,Nc1ccnc(CCc2cccc(Nc3nc(Cl)ncc3Cl)c2)c1,Clc1cnc2nc1Nc1cccc(c1)CCc1cc(ccn1)N2
3562,CCN(CC)c1ccc(NC(=O)c2cccc(C(=O)N(C)CCN(CCOC)CCOCCOCCOCCC(=O)OC(C)(C)C)c2)c(-c2ccc(C(=O)NCc3cccc(C(F)(F)F)c3)cn2)c1,CCN(CC)c1ccc(NC(=O)c2cccc(C(=O)N(C)CCN(CCOC)CCOCCOCCOCCC(=O)O)c2)c(-c2ccc(C(=O)NCc3cccc(C(F)(F)F)c3)cn2)c1
3563,CN(CCN1CCC(O)CC1)C(=O)OC(C)(C)C,CN(CCN1CCC(=O)CC1)C(=O)OC(C)(C)C
3564,CCOC(=O)c1ccc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)cc1OCC,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
3565,CCOC(=O)c1cc(Cc2ccccc2)nc(C)c1OCCCN(C)C,Cc1nc(Cc2ccccc2)cc(C(=O)O)c1OCCCN(C)C
3566,CCOC(=O)c1cc(-c2cccc([N+](=O)[O-])c2)no1,CCOC(=O)c1cc(-c2cccc(N)c2)no1
3567,CCOC(=O)c1oc2c(C(=O)c3ccc(Cl)cc3)cc(C(C)(C)C)c(O)c2c1C,Cc1c(C(=O)O)oc2c(C(=O)c3ccc(Cl)cc3)cc(C(C)(C)C)c(O)c12
3568,CCOC(=O)c1cc(-c2ccccc2)on1,OCc1cc(-c2ccccc2)on1
3569,CC(NC(=O)OC(C)(C)C)C(=O)N1CC(F)(F)C1,CC(N)C(=O)N1CC(F)(F)C1
3570,O=C1N(C(c2ccccc2)c2ccccc2)c2cccc(F)c2C1(O)c1cc2c(cc1O)OCCO2,O=C1C(c2cc3c(cc2O)OCCO3)c2c(F)cccc2N1C(c1ccccc1)c1ccccc1
3571,COc1cc(CNc2ncc(I)cc2[N+](=O)[O-])ccc1OCc1ccc(C)nc1,COc1cc(CNc2ncc(I)cc2N)ccc1OCc1ccc(C)nc1
3572,CC(C)(C)OC(=O)N1CCN(Cc2ccccc2)CC1CCO,CC(C)(C)OC(=O)N1CCNCC1CCO
3573,Cc1cc(Nc2ncc(F)c3nn(-c4c(Cl)cc(C=O)cc4Cl)cc23)ncn1,Cc1cc(Nc2ncc(F)c3nn(-c4c(Cl)cc(CO)cc4Cl)cc23)ncn1
3574,CC(C)(C)OC(=O)c1nc(CC2(c3cccc(Cl)c3)CCCC2)nc(O)c1OCc1ccccc1,O=C(O)c1nc(CC2(c3cccc(Cl)c3)CCCC2)nc(O)c1OCc1ccccc1
3575,COc1ccc(Nc2ncc(C3OCCO3)cc2-c2nc(C)nc3c2ncn3C2CCCCO2)cn1,COc1ccc(Nc2ncc(C=O)cc2-c2nc(C)nc3c2ncn3C2CCCCO2)cn1
3576,CC(Oc1cc(-n2cnc3cnc(CO[Si](C)(C)C(C)(C)C)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CC(Oc1cc(-n2cnc3cnc(CO)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
3577,COc1cc(=O)c2c([nH]c1=O)CCCC2,O=c1cc(O)c(=O)[nH]c2c1CCCC2
3578,O=[N+]([O-])c1ccnc(N2CCCC2)c1,Nc1ccnc(N2CCCC2)c1
3579,Nc1c(CCO)cccc1C(O)c1ccccc1,Nc1c(CCO)cccc1C(=O)c1ccccc1
3580,C#Cc1csc(C=O)c1,C#Cc1csc(CO)c1
3581,CCOC(=O)c1ccc(OCCCN2C(=O)c3ccccc3C2=O)cc1,CCOC(=O)c1ccc(OCCCN)cc1
3582,CC(C)(C)c1ccc(C(=O)CCl)cc1,CC(C)(C)c1ccc(CCCl)cc1
3583,CCOC(=O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(Br)cc34)CC2)o1,O=C(O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(Br)cc34)CC2)o1
3584,CC(=O)N1CC(O)CC1c1nc(-c2ccc(N(C(=O)OCc3ccccc3)C(C)C)cc2)c2cnc3[nH]cc(C)c3n12,CC(=O)N1CC(O)CC1c1nc(-c2ccc(NC(C)C)cc2)c2cnc3[nH]cc(C)c3n12
3585,CCOC(=O)c1cc(-c2ccn[nH]2)n[nH]1,O=C(O)c1cc(-c2ccn[nH]2)n[nH]1
3586,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ncnc2c1CCN(Cc1ccccc1)C2,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ncnc2c1CCNC2
3587,CSc1ccc(C=O)cc1Br,CSc1ccc(CO)cc1Br
3588,CC(C)(C)OC(=O)N1CCC(O)(C2Cc3cccc(F)c3O2)CC1,OC1(C2Cc3cccc(F)c3O2)CCNCC1
3589,COC(OC)c1ccc([N+](=O)[O-])c(Nc2nc(-c3ccc(C(F)(F)F)cc3)c(C(N)=O)s2)c1,NC(=O)c1sc(Nc2cc(C=O)ccc2[N+](=O)[O-])nc1-c1ccc(C(F)(F)F)cc1
3590,COC(=O)c1ccc(NC(=O)C2NC(CC(C)(C)C)C(C#N)(c3ccc(Cl)cc3F)C2c2cccc(Cl)c2F)s1,CC(C)(C)CC1NC(C(=O)Nc2ccc(C(=O)O)s2)C(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F
3591,CC(C)(C)OC(=O)N1CCC2OCCOC2C1,C1CC2OCCOC2CN1
3592,Cc1c(N2CC(NC(=O)C(F)(F)F)C(C)(C)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,Cc1c(N2CC(N)C(C)(C)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12
3593,CC(C)(C)OC(=O)N1CCCCC1CNc1cccc(NC(=O)Nc2csc(-c3ccncc3)n2)n1,O=C(Nc1cccc(NCC2CCCCN2)n1)Nc1csc(-c2ccncc2)n1
3594,CCOC(=O)C(c1cccc(Br)c1)N(C)C,CN(C)C(C(=O)O)c1cccc(Br)c1
3595,COc1cc(OC)c2c(CNC(=O)OC(C)(C)C)ncc(C(=O)N(C)CCc3ccccn3)c2c1,COc1cc(OC)c2c(CN)ncc(C(=O)N(C)CCc3ccccn3)c2c1
3596,N#Cc1c[nH]c2ccccc12,NCc1c[nH]c2ccccc12
3597,Cn1cc2c3c(c(Cl)cc2n1)CCC3=CC#N,Cn1cc2c3c(c(Cl)cc2n1)CCC3=CCN
3598,Cc1ccccc1-c1ncncc1N(C)C(=O)OC(C)(C)C,CNc1cncnc1-c1ccccc1C
3599,CCOC(=O)c1cn(C)c2c1CCc1cnc(N)nc1-2,Cn1cc(C(=O)O)c2c1-c1nc(N)ncc1CC2
3600,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B1OC2CC3CC(C3(C)C)C2(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
3601,O=C(C1CC1CO)N1CCN(C(c2ccccc2)c2ccccc2)CC1,O=CC1CC1C(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1
